"","idnum","mothid4","m4b0","m4b1","m4b2","m4b4a1","m4b26a","m4b4a2","m4b26b","m4b4a3","m4b26c","m4b4a4","m4b26d","m4b4a5","m4b26e","m4b4a6","m4b26f","m4b4a7","m4b26g","m4b4a8","m4b26h","m4b5","m4b5a","m4b8","m4b8a","m4b8b","m4b27","m4b28a","m4b28b","m4b28c","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","m4c4","m4c4a","m4c5","m4c7a","m4c7b","m4c7c","m4c7d","m4c26a","m4c26b","m4c26c","m4c26d","m4i0e","m4j18","kind_a5","kind_a6","kind_a7","kind_b1a","kind_b1b","kind_b1c","kind_b1d","kind_b1e","kind_b1f","kind_b1g","kind_b1h","kind_b1i"
"2618","2618","26180",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2619","2619","26190",1,1,1,6,-6,7,-6,3,-6,5,-6,7,-6,7,-6,5,-6,1,-6,2,-6,1,1,45,-6,-6,-6,-6,1,0,0,0,0,1,1,2,2,-6,3,2,3,4,4,3,2,4,1,1,2,5,4,4,5,5,5,5,5,5,5,5,5
"2620","2620","26200",1,1,3,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,1,4,1,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621","2621","26210",1,1,1,7,-6,3,-6,7,-6,7,-6,7,-6,3,-6,1,-6,4,-6,2,-6,1,1,50,-6,-6,-6,-6,4,3,3,7,7,3,1,4,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622","2622","26220",1,3,3,3,-6,0,-6,7,-6,7,-6,3,-6,0,-6,3,-6,7,-6,2,-6,1,5,30,-6,-6,-6,-6,3,0,0,2,3,2,1,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623","2623","26230",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624","2624","26240",1,1,1,7,-6,7,-6,7,-6,0,-6,7,-6,5,-6,7,-6,4,-6,2,-6,1,5,35,-6,-6,-6,-6,7,7,7,7,7,7,7,2,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,2,4,4,4,5,5,5,5,5,5,5,5,5
"2625","2625","26250",1,2,1,5,-6,4,-6,1,-6,6,-6,7,-6,7,-6,4,-6,5,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,0,3,2,5,3,1,5,2,-6,2,2,1,2,2,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2626","2626","26260",1,1,1,7,-6,3,-6,4,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,4,14,-6,-6,-6,-6,7,-2,-2,7,7,7,-2,7,2,-6,1,1,2,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2627","2627","26270",1,2,2,7,-6,7,-6,7,-6,4,-6,7,-6,4,-6,3,-6,5,-6,1,4,1,6,34,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,4,4,3,4,6,6,6,4,4,4,3,3
"2628","2628","26280",1,2,1,3,-6,6,-6,5,-6,7,-6,6,-6,5,-6,2,-6,5,-6,2,-6,1,5,12,-6,-6,-6,-6,3,4,3,5,5,7,2,6,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","2629","26290",1,3,2,2,-6,4,-6,1,-6,3,-6,7,-6,5,-6,3,-6,3,-6,1,4,2,-6,-6,-6,-6,-6,-6,0,1,4,3,5,4,2,1,2,-6,2,2,1,2,2,-6,-6,-6,-6,-6,2,4,4,4,4,5,5,4,5,4,5,4,4
"2630","2630","26300",1,1,1,0,-6,7,-6,2,-6,7,-6,3,-6,7,-6,3,-6,7,-6,2,-6,1,5,40,-6,-6,-6,-6,0,0,0,0,0,0,1,2,2,-6,4,3,4,4,4,2,3,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2631","2631","26310",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2632","2632","26320",1,1,2,3,-6,4,-6,4,-6,3,-6,7,-6,2,-6,4,-6,2,-6,2,-6,1,3,8,-6,-6,-6,-6,-2,-2,-2,3,-2,-2,3,-2,-2,-6,2,1,4,4,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2633","2633","26330",1,2,1,7,-6,5,-6,2,-6,7,-6,7,-6,4,-6,4,-6,5,-6,2,-6,2,-6,-6,-6,-6,-6,-6,4,2,0,5,7,3,4,2,1,4,1,1,1,1,2,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2634","2634","26340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2635","2635","26350",1,2,2,4,-6,1,-6,1,-6,3,-6,7,-6,2,-6,3,-6,7,-6,1,4,1,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,1,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2636","2636","26360",1,1,1,5,-6,7,-6,5,-6,5,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,4,12,-6,-6,-6,-6,6,7,5,7,7,7,3,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637","2637","26370",1,2,2,3,-6,2,-6,3,-6,3,-6,5,-6,2,-6,1,-6,2,-6,2,-6,1,4,40,-6,-6,-6,-6,0,1,1,2,5,1,1,3,2,-6,2,1,2,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638","2638","26380",1,1,2,3,-6,2,-6,3,-6,4,-6,7,-6,2,-6,3,-6,7,-6,1,4,1,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,2,3,2,1,2,2,1,1,2,6,1,1
"2639","2639","26390",1,2,1,7,-6,7,-6,7,-6,5,-6,7,-6,7,-6,5,-6,5,-6,2,-6,1,3,5,-6,-6,-6,-6,0,5,3,1,3,5,2,2,2,-6,1,1,2,2,3,-6,-6,-6,-6,2,2,4,4,4,5,5,5,5,5,5,5,5,5
"2640","2640","26400",1,3,1,5,-6,3,-6,3,-6,7,-6,7,-6,3,-6,4,-6,7,-6,1,3,1,3,8,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6,2,3,3,3,3,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641","2641","26410",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642","2642","26420",1,1,1,2,-6,3,-6,3,-6,7,-6,3,-6,4,-6,2,-6,2,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-2,2,2,2,7,4,7,7,1,2,1,1,2,2,1,3,3,3,3,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643","2643","26430",1,1,1,7,-6,5,-6,7,-6,2,-6,7,-6,2,-6,5,-6,0,-6,2,-6,1,3,30,-6,-6,-6,-6,7,2,7,1,7,2,2,0,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,2,3,3,3,4,3,2,2,4,2,3,3,2
"2644","2644","26440",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645","2645","26450",1,2,1,7,-6,2,-6,0,-6,7,-6,7,-6,0,-6,7,-6,7,-6,2,-6,1,3,40,-6,-6,-6,-6,4,0,4,7,7,7,2,7,2,-6,1,1,1,4,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646","2646","26460",1,3,2,4,-6,4,-6,4,-6,7,-6,7,-6,0,-6,1,-6,3,-6,2,-6,1,7,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,4,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647","2647","26470",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648","2648","26480",1,2,1,4,-6,6,-6,7,-6,6,-6,7,-6,2,-6,4,-6,2,-6,1,4,1,3,49,-6,-6,-6,-6,1,0,0,0,7,0,3,1,1,3,3,2,3,3,2,-6,-6,-6,-6,1,1,3,3,3,3,3,2,3,6,2,3,4,2
"2649","2649","26490",1,1,1,7,-6,3,-6,2,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,4,10,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,5,-6,-6,-6,-6,-2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2650","2650","26500",1,1,3,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,1,5,40,-6,-6,-6,-6,0,0,0,0,0,0,0,0,-2,-6,4,4,4,4,4,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651","2651","26510",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652","2652","26520",1,1,1,5,-6,5,-6,6,-6,7,-6,7,-6,6,-6,2,-6,3,-6,2,-6,1,5,37,-6,-6,-6,-6,1,1,3,6,6,4,2,2,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,1,4,4,4,5,5,5,5,4,4,5,4,5
"2653","2653","26530",1,3,1,6,-6,3,-6,4,-6,6,-6,5,-6,3,-6,4,-6,5,-6,2,-6,2,-6,-6,-6,-6,-6,-6,3,1,0,1,4,2,0,2,2,-6,4,4,4,4,2,2,2,4,2,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2654","2654","26540",1,2,2,4,-6,7,-6,4,-6,7,-6,7,-6,6,-6,3,-6,7,-6,1,4,1,6,30,-6,-6,-6,-6,3,3,2,5,7,4,4,6,2,-6,1,1,2,2,3,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655","2655","26550",1,1,1,2,-6,4,-6,4,-6,2,-6,7,-6,2,-6,1,-6,7,-6,1,4,1,3,30,-6,-6,-6,-6,2,3,3,7,7,4,1,7,1,4,1,1,1,1,2,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656","2656","26560",1,3,2,0,-6,2,-6,0,-6,3,-6,7,-6,7,-6,1,-6,2,-6,1,4,1,3,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657","2657","26570",1,1,1,2,-6,4,-6,3,-6,3,-6,5,-6,4,-6,2,-6,7,-6,1,4,1,7,30,-6,-6,-6,-6,2,1,1,5,5,5,2,5,1,4,1,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658","2658","26580",1,2,2,-2,-6,3,-6,1,-6,5,-6,7,-6,1,-6,2,-6,6,-6,1,4,1,5,20,-6,-6,-6,-6,1,2,1,1,4,1,2,5,2,-6,1,3,2,3,3,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659","2659","26590",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","2660","26600",1,1,1,4,-6,7,-6,7,-6,7,-6,7,-6,4,-6,2,-6,4,-6,1,4,1,4,30,-6,-6,-6,-6,3,2,2,4,4,4,2,3,2,-6,2,2,2,2,3,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","2661","26610",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,-2,-6,2,-6,3,-6,1,4,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662","2662","26620",1,1,2,5,-6,6,-6,6,-6,7,-6,5,-6,5,-6,2,-6,5,-6,1,4,1,4,20,-6,-6,-6,-6,3,3,5,3,2,2,1,2,2,-6,4,1,4,3,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","2663","26630",1,2,1,5,-6,1,-6,1,-6,5,-6,3,-6,2,-6,1,-6,7,-6,1,3,1,5,40,-6,-6,-6,-6,0,0,0,0,0,2,0,4,1,3,3,3,4,3,3,4,3,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664","2664","26640",1,1,2,5,-6,5,-6,5,-6,7,-6,7,-6,3,-6,7,-6,7,-6,1,2,1,3,50,-6,-6,-6,-6,7,0,0,3,4,2,2,4,2,-6,1,1,1,2,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","2665","26650",1,2,2,4,-6,2,-6,2,-6,7,-6,5,-6,5,-6,3,-6,6,-6,2,-6,2,-6,-6,-6,-6,-6,-6,4,2,2,7,4,3,3,5,1,4,1,1,1,1,1,1,1,4,2,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","2666","26660",1,2,2,7,-6,5,-6,0,-6,7,-6,3,-6,7,-6,2,-6,3,-6,2,-6,1,1,40,-6,-6,-6,-6,0,5,1,3,2,4,1,5,2,-6,1,1,1,1,4,2,2,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667","2667","26670",1,2,2,6,-6,2,-6,1,-6,2,-6,3,-6,4,-6,2,-6,7,-6,1,4,1,5,64,-6,-6,-6,-6,3,3,3,4,3,5,5,7,2,-6,1,1,2,2,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","2668","26680",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","2669","26690",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","2670","26700",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671","2671","26710",1,3,4,2,-6,2,-6,2,-6,4,-6,4,-6,4,-6,2,-6,4,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,2,2,3,3,2,2,3,2,-6,1,1,2,1,4,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","2672","26720",1,2,1,7,-6,5,-6,7,-6,5,-6,7,-6,7,-6,3,-6,5,-6,2,-6,1,5,7,-6,-6,-6,-6,3,0,7,5,7,7,3,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","2673","26730",1,2,1,7,-6,7,-6,5,-6,7,-6,7,-6,3,-6,2,-6,3,-6,2,-6,2,-6,-6,-6,-6,-6,-6,7,5,5,7,7,3,2,5,2,-6,1,1,4,1,3,-6,-6,-6,-6,-6,2,4,3,3,5,5,4,3,5,3,3,4,3
"2674","2674","26740",1,1,1,5,-6,5,-6,7,-6,3,-6,7,-6,3,-6,4,-6,7,-6,2,-6,1,5,35,-6,-6,-6,-6,2,0,6,3,7,1,4,4,2,-6,2,1,1,1,1,-6,-6,-6,-6,1,2,3,3,3,4,4,4,4,5,5,5,4,4
"2675","2675","26750",1,2,1,5,-6,7,-6,3,-6,2,-6,7,-6,7,-6,6,-6,3,-6,2,-6,1,3,9,-6,-6,-6,-6,3,4,2,2,5,5,4,3,2,-6,1,1,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","2676","26760",1,3,3,7,-6,3,-6,1,-6,7,-6,7,-6,7,-6,2,-6,7,-6,2,-6,1,4,30,-6,-6,-6,-6,0,0,0,0,0,2,0,3,1,4,1,4,4,1,4,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","2677","26770",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","2678","26780",1,2,1,4,-6,5,-6,7,-6,7,-6,7,-6,3,-6,2,-6,7,-6,2,-6,1,5,32,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1,1,1,1,1,2,2,4,3,4,5,5,5,4,3,3,5,5,4
"2679","2679","26790",1,1,1,1,-6,5,-6,5,-6,3,-6,7,-6,3,-6,2,-6,2,-6,2,-6,1,1,23,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,3,3,3,5,4,3,4,5,4,4,5,4
"2680","2680","26800",1,2,3,3,-6,2,-6,2,-6,3,-6,7,-6,3,-6,2,-6,2,-6,2,-6,1,5,33,-6,-6,-6,-6,2,1,1,1,4,2,1,1,2,-6,2,2,3,3,3,-6,-6,-6,-6,2,2,3,3,3,2,5,4,4,3,3,3,3,3
"2681","2681","26810",1,3,2,7,-6,2,-6,3,-6,3,-6,7,-6,4,-6,1,-6,3,-6,1,4,1,5,40,-6,-6,-6,-6,0,1,5,3,3,5,1,1,2,-6,3,3,4,4,3,3,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","2682","26820",1,1,3,4,-6,4,-6,4,-6,3,-6,5,-6,5,-6,4,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,5,4,4,5,6,5,4,4,2,-6,1,1,2,2,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","2683","26830",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","2684","26840",1,1,1,7,-6,4,-6,4,-6,4,-6,7,-6,3,-6,3,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,1,1,1,1,7,1,1,1,2,-6,2,1,1,4,2,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","2685","26850",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,4,-6,7,-6,1,1,1,4,30,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,5,-6,-6,-6,-6,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","2686","26860",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","2687","26870",1,2,1,2,-6,5,-6,5,-6,5,-6,5,-6,6,-6,5,-6,5,-6,1,4,1,7,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688","2688","26880",1,2,1,7,-6,7,-6,3,-6,5,-6,7,-6,2,-6,1,-6,5,-6,2,-6,1,4,40,-6,-6,-6,-6,3,3,5,7,7,2,1,2,2,-6,1,1,1,3,1,-6,-6,-6,-6,1,2,3,3,3,3,5,4,3,4,3,4,5,4
"2689","2689","26890",1,2,1,1,-6,2,-6,1,-6,0,-6,7,-6,1,-6,4,-6,7,-6,2,-6,1,3,30,-6,-6,-6,-6,5,3,0,0,7,0,4,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","2690","26900",1,3,2,1,-6,1,-6,1,-6,2,-6,2,-6,1,-6,1,-6,1,-6,2,-6,1,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,3,3,3,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","2691","26910",1,2,1,7,-6,2,-6,7,-6,7,-6,7,-6,7,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,0,1,1,2,2,3,2,1,2,-6,1,2,4,3,3,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","2692","26920",1,2,2,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,4,1,5,35,-6,-6,-6,-6,7,7,7,7,7,7,2,7,1,4,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","2693","26930",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,3,-6,2,-6,2,-6,2,-6,1,7,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,1,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","2694","26940",1,1,1,7,-6,3,-6,7,-6,7,-6,7,-6,7,-6,1,-6,1,-6,1,3,2,-6,-6,-6,-6,-6,-6,3,2,3,3,4,3,2,3,2,-6,2,1,1,1,2,3,1,1,1,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","2695","26950",1,2,1,2,-6,4,-6,4,-6,7,-6,7,-6,7,-6,4,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,1,3,2,2,3,2,1,2,2,2,2,1,1
"2696","2696","26960",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","2697","26970",1,2,1,7,-6,4,-6,4,-6,7,-6,7,-6,7,-6,4,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,-2,1,1,2,-2,3,2,3,2,-6,2,1,3,4,1,1,1,1,2,1,1,3,3,3,4,4,4,4,4,5,5,4,5
"2698","2698","26980",1,1,1,7,-6,5,-6,7,-6,7,-6,7,-6,4,-6,7,-6,7,-6,1,4,1,5,30,-6,-6,-6,-6,0,1,1,4,4,3,4,4,1,4,1,1,1,2,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
