"","idnum","mothid2","cm2fint","m2a4","m2a4d","m2a10","m2a11","cm2age","cm2b_age","m2b15","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2b19","m2b19a","mx2b20b","m2b21","m2b21a","m2c1","m2c1a","m2c2a","m2c2b1","m2c2b2","m2c2e","m2c2f","m2c3a","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","mx2c2c","m2c4"
"2148","2148","21480",1,-6,-6,1,-6,21,12,0,7,4,1,1,7,7,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,0,3,0,0,0,7,0,-5,2
"2149","2149","21490",1,-6,-6,2,1,24,12,0,7,4,5,3,6,5,7,7,2,-6,-5,1,2,2,2,27,-6,-6,1,5,2,3,1,1,3,2,3,4,4,2,-5,2
"2150","2150","21500",1,-6,-6,1,-6,29,17,1,7,7,7,7,4,7,7,7,2,-6,-5,1,48,1,-6,-6,-6,-6,-6,-6,7,0,0,0,7,7,7,7,7,7,-5,2
"2151","2151","21510",1,-6,-6,2,1,19,13,1,7,4,1,1,7,7,7,7,2,-6,-5,2,-6,2,2,1,-6,-6,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2152","2152","21520",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2153","2153","21530",1,-6,-6,2,1,21,14,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,2,2,25,-6,-6,1,999,3,3,3,3,3,3,3,3,3,3,-5,2
"2154","2154","21540",1,-6,-6,1,-6,22,12,0,3,3,1,1,3,2,3,3,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,1,7,5,7,7,7,7,-5,2
"2155","2155","21550",1,-6,-6,1,-6,23,13,0,5,3,2,2,3,1,7,1,2,-6,-5,1,4,1,-6,-6,-6,-6,-6,-6,3,2,2,3,2,1,1,1,7,1,-5,2
"2156","2156","21560",1,-6,-6,1,-6,21,12,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"2157","2157","21570",0,-6,-6,2,5,21,12,0,7,0,0,0,7,0,7,7,2,-6,-5,1,20,2,2,0,12,2000,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2158","2158","21580",0,-6,-6,2,0,33,15,0,202,202,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2159","2159","21590",1,-6,-6,1,-6,36,17,0,201,201,202,202,202,202,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,202,202,202,202,202,201,201,201,201,-5,2
"2160","2160","21600",1,-6,-6,2,1,30,17,1,202,202,205,205,201,203,201,201,2,-6,-5,2,-6,2,2,30,-6,-6,1,540,202,204,204,202,202,202,201,201,201,202,-5,2
"2161","2161","21610",0,-6,-6,2,0,26,18,0,7,7,0,0,7,0,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2162","2162","21620",1,-6,-6,1,-6,23,12,0,7,7,7,7,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,7,7,7,7,-5,2
"2163","2163","21630",1,-6,-6,1,-6,21,18,0,7,7,5,5,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,5,5,7,1,7,7,7,7,-5,2
"2164","2164","21640",0,-6,-6,2,5,20,12,1,7,7,6,6,7,2,7,7,2,-6,-5,1,20,2,2,0,5,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2165","2165","21650",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2166","2166","21660",1,-6,-6,1,-6,29,18,0,7,7,0,7,7,0,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,0,7,7,0,7,7,7,7,-5,1
"2167","2167","21670",1,-6,-6,1,-6,26,15,1,7,7,3,3,7,1,7,7,1,2,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,3,7,1,1,3,7,7,-5,1
"2168","2168","21680",1,-6,-6,1,-6,20,14,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"2169","2169","21690",1,-6,-6,1,-6,33,12,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"2170","2170","21700",1,-6,-6,2,1,25,17,0,201,201,202,201,201,201,201,201,1,4,-5,2,-6,2,2,30,-6,-6,1,50,201,201,201,201,201,202,202,202,201,204,-5,1
"2171","2171","21710",1,-6,-6,1,-6,16,13,0,7,5,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,7,7,7,1,7,7,7,7,-5,2
"2172","2172","21720",1,-6,-6,1,-6,35,18,0,-2,0,-2,0,-1,0,7,-2,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,7,7,5,-5,2
"2173","2173","21730",0,-6,-6,1,-6,33,14,0,201,202,201,-5,-5,-5,-5,-5,2,-6,3,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,202,-5,-5,1,2
"2174","2174","21740",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2175","2175","21750",1,-6,-6,1,-6,25,12,0,7,2,2,2,7,4,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,5,2,2,1,7,4,7,7,7,7,-5,2
"2176","2176","21760",0,-6,-6,2,3,22,18,0,7,5,0,0,7,1,7,7,1,4,-5,2,-6,2,2,2,-6,-6,2,-6,0,0,0,0,0,0,0,0,0,0,-5,2
"2177","2177","21770",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2178","2178","21780",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2179","2179","21790",0,-6,-6,2,2,31,11,0,7,7,5,5,5,7,5,7,2,-6,-5,2,-6,2,2,15,-6,-6,1,30,1,1,1,1,1,1,1,1,1,1,-5,2
"2180","2180","21800",1,-6,-6,1,-6,22,17,0,201,201,202,201,201,202,201,201,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,204,202,202,202,201,201,201,201,-5,1
"2181","2181","21810",1,-6,-6,1,-6,22,12,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,2,7,7,7,7,-5,2
"2182","2182","21820",1,-6,-6,1,-6,20,18,0,7,5,2,2,7,7,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,4,4,1,1,7,2,7,7,7,3,-5,2
"2183","2183","21830",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2184","2184","21840",1,-6,-6,2,5,26,18,0,7,7,5,7,7,7,7,7,1,4,-5,1,25,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2185","2185","21850",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2186","2186","21860",1,-6,-6,1,-6,24,12,0,7,7,4,1,2,4,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,2,1,2,4,7,7,7,7,-5,2
"2187","2187","21870",1,-6,-6,2,1,30,13,0,7,7,4,0,3,7,7,7,2,-6,-5,1,40,2,2,30,-6,-6,1,300,3,7,1,0,7,7,7,7,7,7,-5,2
"2188","2188","21880",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2189","2189","21890",0,-6,-6,2,1,15,10,0,7,7,6,5,7,4,7,7,1,4,-5,1,40,2,2,0,10,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2190","2190","21900",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2191","2191","21910",0,-6,-6,1,-6,27,11,0,7,0,7,7,7,4,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,5,3,4,4,5,2,7,7,7,7,-5,2
"2192","2192","21920",1,-6,-6,1,-6,23,16,0,6,5,2,0,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,1,0,1,0,5,3,7,1,-5,2
"2193","2193","21930",0,7,4,2,0,21,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2194","2194","21940",0,-6,-6,2,5,20,13,0,203,203,205,-5,-5,-5,-5,-5,2,-6,3,2,-6,2,2,0,2,1999,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2195","2195","21950",1,-6,-6,2,1,22,13,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,30,-6,-6,-5,-5,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"2196","2196","21960",0,-6,-6,2,3,27,18,0,7,3,1,1,7,7,7,4,2,-6,-5,1,25,2,2,12,-6,-6,1,630,7,7,0,0,7,0,7,7,7,1,-5,2
"2197","2197","21970",1,-6,-6,1,-6,21,12,0,5,7,1,1,2,3,7,7,2,-6,-5,1,37,1,-6,-6,-6,-6,-6,-6,5,7,0,4,0,1,7,7,7,1,-5,2
"2198","2198","21980",0,-6,-6,1,-6,41,12,0,7,7,5,6,4,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,3,4,3,3,1,4,5,7,2,-5,2
"2199","2199","21990",1,-6,-6,1,-6,32,14,0,5,7,0,0,4,6,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,4,0,0,0,6,0,0,7,2,-5,2
"2200","2200","22000",1,-6,-6,2,1,18,22,0,7,4,3,3,7,7,7,7,2,-6,-5,1,4,2,2,4,-6,-6,1,-2,4,2,2,2,5,4,7,6,7,4,-5,2
"2201","2201","22010",1,-6,-6,2,1,23,17,0,4,7,4,3,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,3,2,2,2,3,3,3,3,-5,2
"2202","2202","22020",1,-6,-6,1,-6,31,12,1,5,4,2,2,3,5,5,4,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,4,2,2,4,4,3,5,5,4,-5,2
"2203","2203","22030",1,6,0,2,5,27,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-6,2,2,26,-6,-6,1,200,7,7,5,7,7,4,7,7,7,7,-5,2
"2204","2204","22040",0,-6,-6,2,5,21,21,0,7,7,7,7,7,4,7,7,1,4,-5,1,7,2,2,2,-6,-6,1,1,1,1,1,1,1,1,1,1,1,1,-5,2
"2205","2205","22050",0,-6,-6,1,-6,20,18,0,6,0,0,0,0,3,7,0,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,6,0,3,0,7,3,7,7,7,7,-5,2
"2206","2206","22060",1,-6,-6,2,5,21,12,0,7,3,4,3,7,5,7,7,2,-6,-5,2,-6,2,2,0,2,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2207","2207","22070",1,-6,-6,1,-6,21,11,0,7,7,0,0,7,2,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,0,0,2,7,2,0,7,7,7,-5,2
"2208","2208","22080",1,-6,-6,1,-6,32,10,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,2,2,2,2,2,7,7,7,7,-5,2
"2209","2209","22090",1,-6,-6,2,3,23,20,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,2,-6,2,2,7,-6,-6,-5,-5,-5,-5,202,-5,202,-5,-5,204,-5,-5,2,2
"2210","2210","22100",0,-6,-6,2,0,20,14,0,7,7,7,7,7,3,7,7,2,-6,-5,2,-6,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2211","2211","22110",0,-6,-6,2,3,33,13,0,7,7,3,5,7,0,7,7,2,-6,-5,1,40,2,2,0,9,2000,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2212","2212","22120",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2213","2213","22130",1,-6,-6,1,-6,41,13,0,7,3,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,2,2,2,3,1,7,7,7,7,-5,2
"2214","2214","22140",1,-6,-6,2,1,23,15,0,4,2,3,0,7,1,7,7,1,4,-5,1,40,2,2,30,-6,-6,2,-6,3,1,0,0,3,1,1,1,7,4,-5,2
"2215","2215","22150",1,-6,-6,2,2,20,13,0,7,7,5,0,7,2,7,7,1,4,-5,1,40,2,2,5,-6,-6,2,-6,3,3,0,0,3,1,3,3,3,0,-5,2
"2216","2216","22160",1,-6,-6,1,-6,20,20,0,7,7,2,4,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,4,4,7,4,0,7,7,7,-5,1
"2217","2217","22170",1,-6,-6,2,2,20,13,0,7,6,4,4,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,2,2,4,4,2,4,4,2,-5,2
"2218","2218","22180",1,-6,-6,1,-6,30,19,2,7,7,3,0,7,3,5,5,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,0,0,7,3,7,7,7,7,-5,2
"2219","2219","22190",1,-6,-6,1,-6,22,13,0,7,7,7,3,3,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,2,2,3,3,7,7,7,7,-5,2
"2220","2220","22200",0,-6,-6,2,5,38,15,0,7,7,7,7,7,7,7,7,1,4,-5,2,-6,2,2,0,5,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2221","2221","22210",0,-6,-6,2,-1,25,22,1,3,3,0,0,7,3,7,7,1,1,-5,2,-6,2,2,-1,-6,-6,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2222","2222","22220",1,-6,-6,1,-6,28,14,0,7,7,5,5,7,3,7,7,1,4,-5,1,35,1,-6,-6,-6,-6,-6,-6,5,5,3,3,3,3,7,7,7,7,-5,1
"2223","2223","22230",0,-6,-6,1,-6,23,20,0,3,1,5,3,5,3,5,5,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,4,5,5,5,5,4,6,5,5,5,-5,1
"2224","2224","22240",1,-6,-6,1,-6,23,12,0,5,5,2,2,7,4,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,5,7,7,7,7,-5,2
"2225","2225","22250",0,-6,-6,2,5,20,13,0,5,7,5,5,7,7,7,7,2,-6,-5,1,56,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2226","2226","22260",0,-6,-6,1,-6,20,18,1,7,7,2,2,7,7,7,7,1,4,-5,1,1,1,-6,-6,-6,-6,-6,-6,4,4,1,2,3,3,4,4,7,5,-5,1
"2227","2227","22270",0,-6,-6,1,-6,24,19,1,7,7,1,1,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,2,1,7,2,1,7,7,7,-5,2
"2228","2228","22280",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2229","2229","22290",1,-6,-6,2,1,28,11,1,7,2,7,0,5,3,7,7,2,-6,-5,2,-6,2,2,25,-6,-6,1,-2,3,0,0,0,6,1,5,6,6,2,-5,2
"2230","2230","22300",1,-6,-6,2,1,26,-3,0,7,7,7,7,7,7,7,7,1,4,-5,1,25,2,2,20,-6,-6,2,-6,7,7,7,7,7,7,7,7,7,7,-5,2
"2231","2231","22310",0,-6,-6,2,3,20,17,0,0,7,0,0,7,1,7,7,1,4,-5,1,5,2,2,-2,-6,-6,1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2232","2232","22320",1,-6,-6,1,-6,30,12,0,7,7,7,7,7,0,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,0,7,7,7,7,-5,2
"2233","2233","22330",1,-6,-6,1,-6,28,14,0,2,4,1,1,3,2,7,7,2,-6,-5,1,50,1,-6,-6,-6,-6,-6,-6,2,3,0,0,6,1,7,7,7,7,-5,2
"2234","2234","22340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2235","2235","22350",1,-6,-6,1,-6,25,14,0,7,2,1,0,7,7,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,2,0,0,0,4,7,0,2,7,3,-5,2
"2236","2236","22360",1,-6,-6,2,1,27,24,1,3,3,2,3,7,2,7,7,1,3,-5,2,-6,2,2,0,7,2001,1,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2237","2237","22370",0,3,20,2,2,32,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,30,-6,-6,-5,-5,-5,-5,-2,-5,201,-5,-5,201,-5,-5,1,1
"2238","2238","22380",1,-6,-6,1,-6,20,12,2,7,7,6,6,7,7,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,1,7,7,6,-5,2
"2239","2239","22390",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2240","2240","22400",1,-6,-6,-6,-6,24,20,0,7,7,7,7,7,7,7,7,2,-6,-5,1,30,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2241","2241","22410",1,-6,-6,2,1,27,12,0,7,7,4,4,0,3,7,7,2,-6,-5,1,36,1,-6,-6,-6,-6,-6,-6,7,4,3,7,3,3,4,5,7,7,-5,2
"2242","2242","22420",1,-6,-6,1,-6,32,10,0,7,7,0,0,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,0,0,7,0,7,7,7,7,-5,2
"2243","2243","22430",1,-6,-6,2,1,37,12,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,2,2,5,-6,-6,2,-6,7,7,7,7,7,7,7,7,7,7,-5,2
"2244","2244","22440",1,-6,-6,2,1,21,11,0,7,5,0,2,0,4,7,7,2,-6,-5,1,20,2,2,15,-6,-6,1,4,1,0,0,0,1,1,3,3,3,2,-5,2
"2245","2245","22450",1,-6,-6,1,-6,24,12,1,4,3,2,4,7,7,7,7,1,2,-5,1,40,1,-6,-6,-6,-6,-6,-6,4,0,0,0,7,3,4,7,7,5,-5,1
"2246","2246","22460",1,-6,-6,2,1,30,20,0,7,7,6,6,6,3,7,7,2,-6,-5,1,52,2,2,30,-6,-6,2,-6,2,3,0,3,3,0,3,3,3,0,-5,2
"2247","2247","22470",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2248","2248","22480",1,-6,-6,1,-6,26,12,0,7,7,5,5,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,2,3,3,5,0,7,7,7,3,-5,2
"2249","2249","22490",0,-6,-6,1,-6,29,15,0,201,201,201,-5,-5,-5,-5,-5,2,-6,3,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"2250","2250","22500",1,-6,-6,2,1,19,11,0,7,3,7,2,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,2,3,1,3,3,4,4,-5,2
"2251","2251","22510",1,-6,-6,2,1,20,14,0,203,202,203,-5,-5,-5,-5,-5,1,2,4,2,-6,2,2,0,4,1999,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2252","2252","22520",1,-6,-6,1,-6,24,16,0,202,201,201,205,201,203,201,201,2,-6,-5,1,45,1,-6,-6,-6,-6,-6,-6,201,204,204,204,201,203,201,201,201,204,-5,2
"2253","2253","22530",1,-6,-6,2,0,23,12,0,5,1,3,3,5,5,5,5,2,-6,-5,2,-6,2,2,3,-6,-6,2,-6,0,0,0,0,0,0,0,0,0,0,-5,2
"2254","2254","22540",1,-6,-6,2,5,21,12,0,7,7,3,4,7,0,7,7,2,-6,-5,1,30,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2255","2255","22550",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2256","2256","22560",1,-6,-6,2,5,20,12,0,7,7,4,6,7,3,7,7,2,-6,-5,1,24,2,2,0,3,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2257","2257","22570",1,-6,-6,1,-6,19,17,0,7,7,7,7,7,3,7,2,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,5,3,7,3,7,7,-5,2
"2258","2258","22580",1,-6,-6,1,-6,40,12,0,3,4,3,3,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,2,2,7,1,0,7,7,2,-5,1
"2259","2259","22590",1,-6,-6,1,-6,30,12,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,5,3,7,1,5,7,7,7,-5,2
"2260","2260","22600",1,-6,-6,2,4,19,20,0,3,0,3,0,7,2,7,7,1,3,-5,1,9,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2261","2261","22610",1,-6,-6,1,-6,20,12,0,7,7,7,7,7,5,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,0,2,7,1,-5,2
"2262","2262","22620",1,-6,-6,1,-6,30,11,0,7,7,3,7,1,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,7,3,2,5,7,7,5,-5,2
"2263","2263","22630",0,-6,-6,2,5,23,14,0,201,201,202,-5,-5,-5,-5,-5,2,-6,2,1,-5,2,2,0,9,1998,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2264","2264","22640",1,-6,-6,2,3,22,12,0,7,7,5,5,4,2,7,7,2,-6,-5,1,50,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2265","2265","22650",0,-6,-6,2,4,21,12,0,7,7,5,5,7,4,7,7,1,4,-5,1,32,2,2,0,8,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2266","2266","22660",1,-6,-6,1,-6,22,13,0,7,7,3,0,3,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,0,0,4,3,2,7,7,7,0,-5,2
"2267","2267","22670",1,-6,-6,2,3,25,16,0,5,3,3,3,5,5,7,7,1,3,-5,1,30,2,2,2,-6,-6,2,-6,0,0,0,0,1,0,0,0,1,0,-5,2
"2268","2268","22680",1,-6,-6,1,-6,23,13,0,7,7,7,7,7,2,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,2,2,2,7,2,7,7,7,7,-5,2
"2269","2269","22690",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2270","2270","22700",1,-6,-6,2,3,20,22,1,7,2,3,0,3,2,7,5,1,2,-5,1,40,2,2,0,5,2001,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2271","2271","22710",1,-6,-6,2,1,25,11,0,7,7,6,4,7,6,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,1,2,1,0,3,3,0,-5,2
"2272","2272","22720",1,-6,-6,1,-6,23,14,0,7,2,7,7,3,1,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,7,0,4,7,1,0,1,7,1,-5,2
"2273","2273","22730",1,-6,-6,1,-6,38,11,0,2,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,4,7,1,7,7,7,1,-5,2
"2274","2274","22740",1,-6,-6,1,-6,21,15,0,201,201,203,-5,-5,-5,-5,-5,2,-6,3,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,2,2
