"","idnum","mothid1","cm1fint","m1a4","m1a11a","m1a11b","m1a11c","m1a11d","cm1age","cm1bsex","m1b2","m1b3","m1b11a","m1b22a","m1b11b","m1b22b","m1b11c","m1b22c","m1b11d","m1b22d","m1b13b","m1b25b","m1b13c","m1b25c","m1b16","m1b17","m1g2","m1g3","m1g4","fathid1","f1b5a","f1b11a","f1b22a","f1b5b","f1b11b","f1b22b","f1b5c","f1b11c","f1b22c","f1b5d","f1b11d","f1b22d","f1b13b","f1b13c","f1b16","f1b17","f1g3","f1g4","f1g2"
"2285","2285","22850",1,2,1,2,1,2,21,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"22851",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,2,3
"2286","2286","22860",1,2,1,1,2,2,25,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22861",-6,2,-6,-6,1,-6,-6,1,-6,-6,2,-6,3,2,1,1,5,3,5
"2287","2287","22870",1,2,1,2,1,2,32,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22871",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"2288","2288","22880",1,2,1,1,2,2,32,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22881",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2289","2289","22890",1,2,1,2,2,2,20,2,2,2,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22891",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"2290","2290","22900",1,2,1,1,2,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"22901",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,4,4,3
"2291","2291","22910",0,2,1,2,2,2,30,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"22911",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2292","2292","22920",1,2,1,1,2,2,18,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22921",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,5
"2293","2293","22930",0,2,1,2,2,2,16,2,2,1,2,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22931",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2294","2294","22940",1,2,1,1,1,2,18,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22941",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"2295","2295","22950",1,2,1,2,2,2,25,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22951",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2296","2296","22960",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"22961",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,4,3
"2297","2297","22970",1,2,1,2,2,2,20,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,5,5,3,"22971",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"2298","2298","22980",0,2,1,2,1,2,21,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"22981",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2299","2299","22990",1,2,1,1,2,2,20,2,2,1,2,-6,2,-6,1,-6,2,-6,3,-6,2,-6,1,1,5,5,4,"22991",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"2300","2300","23000",1,2,1,1,2,2,27,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23001",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,4,4
"2301","2301","23010",1,2,1,1,2,2,33,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,3,-5,1,1,5,5,4,"23011",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,2
"2302","2302","23020",1,2,1,1,2,2,23,1,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23021",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2303","2303","23030",1,2,1,2,2,2,36,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23031",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"2304","2304","23040",1,2,1,1,2,2,29,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23041",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,3
"2305","2305","23050",1,2,1,2,2,2,22,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23051",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,2,1,1,4,3,3
"2306","2306","23060",1,2,1,2,1,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"23061",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,5
"2307","2307","23070",1,1,-6,-6,-6,-6,35,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"23071",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"2308","2308","23080",1,2,1,1,2,2,24,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"23081",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,3,1,1,5,4,5
"2309","2309","23090",1,1,-6,-6,-6,-6,33,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23091",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"2310","2310","23100",1,2,1,1,1,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23101",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,5
"2311","2311","23110",1,1,-6,-6,-6,-6,32,2,1,-6,-6,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23111",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"2312","2312","23120",0,2,1,2,2,2,33,2,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23121",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2313","2313","23130",1,2,1,1,1,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23131",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,4,3,2
"2314","2314","23140",1,2,1,2,2,2,21,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,4,4,4,"23141",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,2
"2315","2315","23150",1,2,1,1,2,2,23,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23151",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,1,1,1,1,1,4,2
"2316","2316","23160",1,1,-6,-6,-6,-6,20,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"23161",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"2317","2317","23170",1,1,-6,-6,-6,-6,38,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"23171",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,2,5,4,5
"2318","2318","23180",1,2,1,1,2,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23181",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2319","2319","23190",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23191",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,2
"2320","2320","23200",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,-3,"23201",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,4,2
"2321","2321","23210",1,1,-6,-6,-6,-6,31,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23211",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"2322","2322","23220",1,2,1,1,2,2,23,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23221",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"2323","2323","23230",1,2,1,2,1,2,17,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23231",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,4
"2324","2324","23240",1,2,1,1,2,2,24,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,2,5,5,4,"23241",2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,1,1,3,3,2
"2325","2325","23250",1,1,-6,-6,-6,-6,38,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23251",-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,2
"2326","2326","23260",1,2,1,2,1,2,25,1,2,1,-3,-6,-3,-6,-3,-6,-3,-6,-3,-5,-3,-5,1,1,5,5,4,"23261",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,1,1,2,3,3,3
"2327","2327","23270",0,2,1,1,1,2,22,2,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23271",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2328","2328","23280",1,2,1,2,1,2,21,2,2,2,2,-6,1,-6,1,-6,2,-6,3,-6,2,-6,1,1,5,5,3,"23281",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,3,5
"2329","2329","23290",1,2,1,2,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,2,-5,1,1,5,5,4,"23291",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2330","2330","23300",1,1,-6,-6,-6,-6,20,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23301",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,4
"2331","2331","23310",1,2,1,1,2,2,34,2,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23311",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,5
"2332","2332","23320",1,1,-6,-6,-6,-6,30,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23321",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"2333","2333","23330",0,2,1,2,1,2,17,1,2,2,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"23331",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2334","2334","23340",1,2,1,1,2,2,26,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23341",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"2335","2335","23350",1,2,1,2,1,2,26,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"23351",1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,2,1,5,4,4
"2336","2336","23360",1,2,1,2,1,2,19,1,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23361",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,3,5
"2337","2337","23370",1,2,1,2,2,2,37,2,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,2,5,1,3,"23371",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"2338","2338","23380",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"23381",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"2339","2339","23390",0,2,1,2,2,2,22,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,4,"23391",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2340","2340","23400",1,2,1,1,1,2,15,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23401",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"2341","2341","23410",1,2,1,2,2,2,22,1,2,2,2,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"23411",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,4
"2342","2342","23420",0,2,1,2,2,2,23,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"23421",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2343","2343","23430",1,2,1,1,2,2,25,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23431",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"2344","2344","23440",1,2,1,1,2,2,30,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23441",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,1,4,2
"2345","2345","23450",1,2,1,1,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23451",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,3,4
"2346","2346","23460",1,2,1,2,1,2,21,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23461",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"2347","2347","23470",1,2,1,2,1,2,18,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,2,2,5,5,4,"23471",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,1,1,1,1,5,3,5
"2348","2348","23480",1,2,1,2,1,2,19,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,4,"23481",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,2,1,1,5,4,5
"2349","2349","23490",1,2,1,1,2,2,28,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,4,3,"23491",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,3,3,4
"2350","2350","23500",1,2,1,2,1,2,37,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23501",-6,1,-6,-6,1,-6,-6,1,-6,-6,2,-6,2,1,1,1,5,3,2
"2351","2351","23510",1,2,1,1,2,2,26,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23511",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"2352","2352","23520",1,2,1,1,2,2,20,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23521",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,1,4,2
"2353","2353","23530",1,2,1,1,2,2,22,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"23531",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"2354","2354","23540",1,2,1,2,1,2,24,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,2,5,5,4,"23541",-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,1,1,2,5,4,3
"2355","2355","23550",1,1,-6,-6,-6,-6,25,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23551",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,4
"2356","2356","23560",1,1,-6,-6,-6,-6,30,2,1,-6,-6,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"23561",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"2357","2357","23570",1,2,1,1,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23571",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"2358","2358","23580",1,1,-6,-6,-6,-6,20,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,3,"23581",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"2359","2359","23590",1,2,1,1,1,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"23591",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"2360","2360","23600",1,2,1,1,2,2,26,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"23601",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"2361","2361","23610",1,2,1,2,2,2,22,2,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,4,5,3,"23611",-6,1,-6,-6,1,-6,-6,1,-6,-6,2,-6,3,1,1,1,2,4,2
"2362","2362","23620",1,2,1,1,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"23621",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,2
"2363","2363","23630",1,2,1,1,1,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,4,5,2,"23631",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,3,4
